data;ora;numestudent;prenumestudent;numeprofesor;prenumeprofesor;nota
'2013.22.10';'22.36.01';'Margroff';'Troy';'Wakeley';'Gene';'7'
'2016.11.08';'10.45.19';'Arin';'Jung-Chang';'Sidy';'Victor';'7'
'2014.12.03';'10.34.50';'Chang';'Ryan';'Ledbetter';'Tennie';'10'
'2014.07.07';'14.08.23';'Housley';'Glenn C';'Hong';'Gil';'6'
'2018.23.04';'11.17.10';'Melgoza';'Bulmaro';'Peterson';'Harry';'9'
'2017.16.07';'18.40.00';'Choi';'Kwang';'Mcnaughton';'Jeffery';'10'
'2016.10.08';'08.00.33';'Cotton';'Willis';'Vitt';'Lance';'6'
'2013.30.09';'08.38.36';'Kidd';'Andrea';'Peterson';'Harry';'6'
'2013.18.12';'21.02.45';'Ungsunantwiwat';'Sunny';'Tuggle';'Jack';'5'
'2016.09.06';'09.07.16';'Teas';'Jerry';'Thomas';'Tobby';'9'
'2015.26.12';'23.28.03';'Tatro';'Terry';'Morar';'Satish';'4'
'2015.12.02';'03.54.45';'Stowers';'Richard';'Mehsling';'Brad';'4'
'2013.28.07';'16.40.46';'Lee';'Rita';'Shumaker';'Janet';'4'
'2013.30.09';'18.43.36';'Dabney';'Tommy';'Singh';'Anardeep';'8'
'2014.19.06';'19.03.28';'Tung';'Kai';'Udovich';'Dean';'6'
'2016.18.08';'19.50.43';'Taylor';'Rochelle';'Alvarez';'Mauricio A';'5'
'2013.07.05';'08.50.59';'Le';'Quang';'Loeks';'Faye';'7'
'2014.20.03';'06.14.48';'Urban';'Alfred';'Vanderholm';'Arnold';'8'
'2016.06.02';'22.40.49';'Dalton';'Sam';'Vogel';'Randy';'10'
'2014.02.09';'01.42.26';'Miller';'Jessica';'Hashimi';'Shubyer';'7'
'2013.09.10';'18.47.21';'Granados';'Jr Enrique';'Loeks';'Faye';'8'
'2016.05.03';'19.13.54';'Tazi';'A';'Vanzzini';'Daniel';'5'
'2013.28.06';'18.36.11';'Kenkel';'Jay';'Vogel';'Randy';'8'
'2014.27.06';'20.57.00';'Carstenson';'Geralyn';'Loeks';'Faye';'9'
'2015.21.09';'03.00.29';'Johnson';'Bill';'Workman';'Bill';'6'
'2018.17.03';'13.17.45';'Cano';'Laura';'Porter';'Robert';'8'
'2014.08.02';'04.29.29';'Robinson';'Matt';'Custer';'Renee';'5'
'2014.09.03';'16.50.34';'Lin';'Ee Zhong';'Powell';'Sherry';'10'
'2015.27.01';'13.41.24';'Daniels';'Teresa';'Nathan';'Larry';'10'
'2015.27.03';'18.07.10';'Ivers';'Terri';'Hashimi';'Shubyer';'8'
'2017.10.12';'04.56.27';'Veron';'Christopher';'Thaxton';'Paul';'6'
'2014.25.07';'20.19.06';'Takase';'Hayhiko';'Udovich';'Dean';'9'
'2013.14.07';'05.47.49';'Hernandez';'Coniano';'Trotter';'Ralph';'4'
'2015.11.02';'20.26.00';'Collins';'Rob';'Olson';'Liz';'7'
'2014.25.04';'00.10.42';'Tacon';'Terry';'Santos';'Eldis';'10'
'2014.04.03';'00.10.03';'Karroum';'Maurice';'Nathan';'Larry';'5'
'2018.11.04';'04.04.54';'Wright';'Brandon';'Short';'John';'6'
'2014.06.02';'01.29.39';'Park';'Keun';'Missimer';'Dennis';'4'
'2017.21.08';'04.17.54';'Norris';'Lionel';'Schmitz';'Rich';'4'
'2015.03.06';'15.50.29';'Butcher';'Ross';'Walker';'Ralph';'6'
'2016.16.02';'23.32.48';'Taylor';'Robert';'Carlson';'Jared';'8'
'2014.22.01';'23.23.24';'Ford';'Ross';'Medley';'Michelle';'6'
'2014.24.05';'03.41.28';'Jones';'James H DC';'Tuggle';'Jack';'8'
'2016.19.02';'14.36.52';'Tellier';'Doug';'Vanderholm';'Arnold';'8'
'2017.27.10';'14.44.28';'Price';'Terry';'Santos';'Eldis';'7'
'2016.01.05';'21.05.15';'Shearer';'Marion';'Marcotte';'Ken';'8'
'2014.06.02';'10.15.57';'Taranto';'Diane';'Powell';'Sherry';'6'
'2016.16.01';'08.35.16';'Taylor';'Kevin';'Jacobson';'Duane';'6'
'2018.23.01';'15.44.36';'Tetreault';'George';'Siler';'Chuck';'8'
'2016.11.09';'14.29.07';'Bush';'Taylor';'Udovich';'Dean';'8'
'2017.03.11';'01.39.53';'Terry';'David';'Udovich';'Dean';'5'
'2015.19.08';'03.28.09';'Hilou';'Susanne';'Anastas';'Vincent';'10'
'2018.23.01';'20.52.05';'Tetta';'Fred';'Treese';'Marty';'6'
'2016.18.06';'04.24.08';'Wyrock';'Jr Stephen';'Maynes';'Eric';'9'
'2016.28.01';'22.23.08';'Ernst';'Dorothy';'Porter';'Robert';'8'
'2015.03.03';'05.29.46';'Williams';'Tommy L';'Turnbull';'Porter DC';'7'
'2014.30.01';'15.06.14';'Boyer';'Troy';'Sims';'Michael';'4'
'2017.25.02';'17.33.55';'Tente';'AL';'Warren';'Tom';'7'
'2016.25.09';'18.02.05';'Varela';'Ted R';'Anastas';'Vincent';'4'
'2016.16.12';'17.18.54';'Trevathan';'Ron';'Medley';'Michelle';'7'
'2018.30.04';'10.18.33';'Penix';'George';'Beaurgeard';'Edward';'8'
'2014.02.11';'03.38.54';'Warriner';'Theresa';'Waggoner';'Wayne DC';'9'
'2016.12.10';'08.59.48';'Price';'Gary';'Jones';'Roylyn';'6'
'2016.29.03';'20.44.06';'Carter';'Paul';'Vanzzini';'Daniel';'8'
'2017.26.01';'13.40.01';'Shearer';'Wayne';'Hardy';'Bonnie';'10'
'2013.25.08';'16.10.54';'Farrell';'Tom';'Maynes';'Eric';'10'
'2018.06.01';'14.51.37';'Teske';'Tom';'Vogel';'Randy';'4'
'2015.15.10';'20.38.12';'Savage';'Matt';'Ruga';'Glenn';'4'
'2018.25.01';'01.15.34';'Loberg';'Pierce';'Wakeley';'Gene';'7'
'2017.09.02';'12.15.54';'Summers';'Denny';'Salvemini';'Dominick';'5'
'2014.07.05';'08.02.24';'Limb';'Richard';'Anastas';'Vincent';'6'
'2017.14.12';'12.49.00';'Rubish';'Terry';'Thaxton';'Paul';'9'
'2016.22.02';'14.23.51';'Taylor';'Paul';'Hong';'Gil';'6'
'2014.20.11';'07.43.15';'Burgess';'T David';'Shumaker';'Janet';'5'
'2014.21.12';'08.14.26';'Karlton';'Matthew';'Missimer';'Dennis';'4'
'2014.01.09';'19.39.05';'Underwood';'Angela';'Byers';'Ray';'10'
'2014.13.06';'19.11.10';'Owens';'Richard';'Nathan';'Larry';'7'
'2016.16.07';'17.47.12';'Pool';'Curt';'Sphaler';'Randy';'10'
'2015.18.07';'07.05.57';'Tarvin';'Merle';'Gianelli';'Richard';'7'
'2013.05.09';'01.10.44';'Ju';'Tom';'Cook';'Steve';'10'
'2015.11.08';'19.04.41';'Chen';'Zvu Kai';'Shumaker';'Janet';'10'
'2013.19.08';'04.45.39';'Taylor';'Steve';'Schmitz';'Rich';'6'
'2014.26.09';'14.19.06';'Castro';'Eduardo';'Alvarez';'Mauricio A';'5'
'2014.13.12';'17.23.57';'Shepard';'Dyan';'Tuggle';'Jack';'10'
'2013.02.08';'01.07.20';'Cavnaugh';'Joan';'Loeks';'Faye';'4'
'2015.12.02';'12.45.17';'Morales';'Roberto';'Carlson';'Jared';'10'
'2014.28.02';'05.37.51';'Gaskins';'Pam';'Hakes';'Vicki';'9'
'2016.12.02';'23.07.15';'Taraba';'Bob';'Herston';'Robbie';'7'
'2017.30.06';'21.42.18';'Tatum';'Alen';'Workman';'Bill';'10'
'2017.26.05';'18.24.39';'Brown';'Conoly';'Santos';'Eldis';'6'
'2018.14.03';'05.17.31';'Krause';'Thomas E';'Ruark';'Keith';'5'
'2014.07.04';'08.17.28';'Burks';'Tommy';'Herston';'Robbie';'9'
'2015.26.09';'10.31.39';'Taub';'Brian';'Adams';'Van B';'6'
'2013.11.05';'11.13.30';'Taylor';'Craig';'Pompili';'Vince';'9'
'2017.03.10';'12.50.42';'Caufield';'Terry';'Singh';'Anardeep';'9'
'2017.20.03';'05.47.32';'Damron';'Tanya';'Hawks';'Greg';'10'
'2013.26.09';'20.00.14';'Howard';'William';'Hashimi';'Shubyer';'6'
'2016.28.12';'13.11.39';'Forney';'Deborah';'Trotter';'Ralph';'7'
'2018.15.01';'03.14.38';'Esterline';'Wayne';'Mehsling';'Brad';'5'
'2015.25.04';'21.11.42';'Garnet';'Kenneth';'Ginsberg';'Ben';'6'
'2018.28.03';'10.01.13';'Nikaein';'Afzal';'Long';'Chuck';'5'
'2014.26.12';'20.26.40';'Shirley';'Thomas E';'Custer';'Renee';'5'
'2014.21.01';'03.47.49';'George';'Irvin';'Powell';'Sherry';'9'
'2015.07.09';'20.50.55';'Moore';'Debrah';'Hashimi';'Shubyer';'5'
'2014.09.11';'06.19.08';'Duncan';'Tammy';'Ruga';'Glenn';'4'
'2017.08.02';'11.36.35';'Martinez';'Alex';'Trusty';'Arnold';'6'
'2018.10.04';'10.14.20';'Wynne';'Gary';'Trimble';'David';'10'
'2016.30.11';'12.06.50';'Chu';'Mathis';'Sidy';'Victor';'6'
'2014.24.11';'21.52.12';'Boog';'Dave';'Byers';'Ray';'7'
'2015.15.10';'09.06.48';'Lee';'Leonard';'Missimer';'Dennis';'7'
'2014.20.05';'01.21.31';'Burke';'Bill';'Ledbetter';'Tennie';'9'
'2015.07.05';'00.40.06';'Uribe';'Maria';'Usina';'Ralph';'7'
'2017.12.04';'08.44.13';'Alsbrooks';'Jolene';'Loeks';'Faye';'5'
'2014.28.07';'01.34.05';'Dalton';'Clem';'Mehsling';'Brad';'7'
'2017.15.08';'21.04.36';'Terra';'Lou';'Terpstra';'Wayne';'5'
'2014.05.06';'06.14.30';'Stull';'Vaughn';'Cook';'Steve';'8'
'2015.24.11';'20.57.58';'Scully';'Mark';'Shumaker';'Janet';'7'
'2016.06.04';'09.43.02';'Trahan';'Susan';'Holcombe';'Charles';'5'
'2016.16.01';'17.50.31';'Palmer';'Taylor';'Aanestad';'Darrell';'6'
'2015.21.06';'14.11.27';'Lange';'Diana';'Schmitz';'Rich';'10'
'2015.28.12';'03.07.34';'Taylor';'Evan';'Sphaler';'Randy';'10'
'2018.29.03';'17.19.46';'Urbano';'Jr Marcos';'Anastas';'Vincent';'5'
'2013.28.08';'16.30.05';'Smith';'Tommy';'Mcnaughton';'Jeffery';'6'
'2016.19.03';'18.49.15';'Eziden';'Rami';'Marcotte';'Ken';'6'
'2013.31.08';'05.03.17';'Neary';'T J';'Kho';'Judy';'5'
'2017.20.05';'18.44.25';'Massey';'Toby';'Hardy';'Bonnie';'4'
'2016.06.09';'10.02.43';'Irvine';'Mary';'Hawks';'Greg';'5'
'2014.04.09';'20.09.10';'Efurd';'Maurine';'Santos';'Eldis';'6'
'2016.24.11';'04.55.51';'Castle';'Christopher';'Walton';'David';'7'
'2016.21.03';'05.21.25';'Briney';'Marcia';'Singh';'Anardeep';'7'
'2015.25.08';'20.45.04';'Pope';'Joyce';'Greenwood';'Elida';'5'
'2018.25.04';'10.41.33';'Daniels';'Delbert';'Aanestad';'Darrell';'5'
'2015.10.05';'11.39.10';'Roblen';'Juan';'Thomas';'Tobby';'10'
'2015.13.03';'15.37.43';'Le';'Tan';'Ambagis';'William';'7'
'2013.26.08';'21.48.08';'Golshani';'M';'Medley';'Michelle';'4'
'2017.24.02';'19.43.14';'Peters';'William';'Stolmeier';'Vince';'5'
'2017.07.10';'17.45.56';'Huff';'Harry';'Jones';'Roylyn';'7'
'2013.21.06';'07.02.38';'Craig';'Tracy';'Brown';'Ted W OD';'8'
'2017.30.05';'22.19.27';'Thompson';'Charles';'Udovich';'Dean';'4'
'2014.03.04';'15.14.27';'Beniditto';'Patsy';'Hong';'Gil';'9'
'2015.25.12';'06.45.08';'Delson';'Kim';'Hakes';'Vicki';'7'
'2018.10.04';'09.55.26';'Phillips';'Ted';'Short';'John';'9'
'2015.21.03';'02.27.15';'English';'Bob';'Thomas';'Tobby';'6'
'2013.07.07';'21.00.19';'Brown';'Taylor';'Mcnaughton';'Jeffery';'8'
'2015.28.10';'10.52.32';'Ali';'Nawazish';'Kho';'Judy';'8'
'2017.01.10';'01.55.37';'Bedingfield';'Terry';'Trimble';'David';'5'
'2014.16.08';'08.33.28';'Nordberg';'Teresa';'Herston';'Robbie';'6'
'2013.24.07';'19.56.37';'Fox';'Joe';'Olson';'Liz';'4'
'2018.10.01';'15.01.04';'Wu';'Quei-Meng';'Medley';'Michelle';'8'
'2013.08.05';'19.52.16';'Parker';'Pamela';'Thaxton';'Paul';'5'
'2015.19.03';'22.47.32';'Pulliam';'Larry';'Greenwood';'Elida';'4'
'2016.26.02';'15.58.00';'Taylor-Reed';'Kathy';'Harrelson';'Ray';'8'
'2013.29.12';'21.37.09';'Tupper';'Thomas J';'Sphaler';'Randy';'4'
'2015.01.05';'03.16.47';'Arteaja';'Blanca';'Byers';'Ray';'7'
'2018.21.03';'00.02.39';'Drum';'Loren H';'Keller';'Hymie';'5'
'2013.25.10';'18.11.15';'Pollak';'T L';'Tucci';'Thomas';'6'
'2015.02.11';'04.08.58';'Lichtenstein';'B Curhan';'Casby';'Maria';'9'
'2018.27.03';'12.05.45';'Keough';'Patrick';'Long';'Chuck';'6'
'2014.28.10';'02.08.17';'Battise';'Tammy';'Walton';'David';'10'
'2013.21.08';'07.35.32';'Junck';'Thomas';'Vanderholm';'Arnold';'9'
'2014.25.08';'22.51.40';'Woolstenhulme';'Max';'Hawks';'Greg';'7'
'2017.28.02';'02.00.26';'Tenold';'Steven R DC';'Hardy';'Bonnie';'5'
'2016.02.02';'13.20.26';'Taylor';'Tom';'Harrelson';'Ray';'10'
'2016.02.02';'00.44.06';'Kenner';'Jack';'Nathan';'Larry';'6'
'2018.24.03';'07.46.08';'Harroun';'D G';'Cook';'Steve';'6'
'2013.22.12';'14.24.25';'Harada';'Yutaka';'Hamilton';'David';'7'
'2018.17.02';'12.26.33';'Tente';'AL';'Waggoner';'Wayne DC';'8'
'2017.01.05';'16.07.24';'Newhart';'Elizabeth';'Carlson';'Jared';'9'
'2016.16.05';'18.46.22';'Abbey';'Art';'Terpstra';'Wayne';'9'
'2014.30.09';'05.28.44';'Ehahoun';'Emmanul';'Long';'Chuck';'8'
'2017.28.08';'13.28.39';'Harris';'Beverly';'Missimer';'Dennis';'4'
'2013.16.12';'20.34.08';'Parker';'T S';'Nicolas';'Marie';'10'
'2015.17.10';'00.02.17';'Bravata';'Randy';'Ledbetter';'Tennie';'7'
'2017.27.03';'07.29.37';'Temple';'John';'Long';'Chuck';'5'
'2016.08.09';'16.10.53';'Eckheart';'Kyle';'Thomas';'Tobby';'7'
'2016.28.05';'19.49.58';'Mulvany';'Robert';'Peterson';'Harry';'9'
'2016.25.09';'03.10.07';'Norris';'Ted';'Anastas';'Vincent';'6'
'2015.20.08';'02.45.28';'Dill';'Norma';'Ledbetter';'Tennie';'10'
'2017.09.06';'16.58.19';'Tennyson';'Dan';'Ruga';'Glenn';'4'
'2014.17.12';'13.53.01';'Hysell';'David';'Brown';'Ted W OD';'8'
'2014.02.06';'07.29.44';'Taggart';'John';'Ledbetter';'Tennie';'4'
'2015.20.06';'11.29.59';'Muscat';'Joseph A';'Ginsberg';'Ben';'6'
'2013.09.05';'06.40.26';'Trevathan';'Ron';'Usina';'Ralph';'10'
'2014.22.07';'01.47.21';'Ni';'Weikang';'Pompili';'Vince';'9'
'2013.13.09';'13.08.30';'Borsumoglu';'Mardiros';'Hong';'Gil';'9'
'2014.11.03';'13.04.46';'Reizes';'Haim';'Santos';'Eldis';'7'
'2015.11.08';'10.48.49';'Blackwood';'Raymond';'Missimer';'Dennis';'8'
'2015.13.06';'19.56.48';'Tarbox';'Marilyn';'Medley';'Michelle';'8'
'2015.30.11';'16.51.18';'Hale';'Sydonna';'Evperprises';'Bayram';'6'
'2014.14.06';'21.14.12';'Rogers';'Terry';'Adams';'Van B';'6'
'2015.22.12';'23.50.32';'Ford';'William';'Tucci';'Thomas';'9'
'2014.28.11';'00.31.43';'Mccracken';'Mickey';'Wakeley';'Gene';'10'
'2014.18.01';'12.02.34';'Warnock';'Tom';'Turnbull';'Porter DC';'7'
'2017.03.10';'10.51.38';'Chiganos';'Terry C';'Vanzzini';'Daniel';'7'
'2017.09.11';'11.34.49';'Miller';'Paul';'Tucci';'Thomas';'9'
'2013.28.12';'23.21.24';'Kautz';'Ted';'Hakes';'Vicki';'6'
'2018.08.04';'04.41.45';'Nordberg';'Teresa';'Vogel';'Randy';'5'
'2014.09.04';'20.49.53';'Terry';'Hilda';'Evperprises';'Bayram';'7'
'2018.28.02';'06.18.17';'Guiter';'Fred';'Jacobson';'Duane';'7'
'2015.02.05';'06.50.39';'Leon';'Concepcion';'Vogel';'Randy';'7'
'2018.09.02';'04.06.55';'Panjwani';'Minhas';'Missimer';'Dennis';'7'
'2015.23.12';'19.45.03';'Gaiser';'Mike';'Salvemini';'Dominick';'7'
'2018.07.01';'00.30.07';'Gordon';'Geri';'Sidy';'Victor';'5'
'2013.02.07';'20.54.00';'Collins';'Todd';'Hong';'Gil';'10'
'2017.07.08';'02.58.16';'Dominguez';'Glenn';'Waggoner';'Wayne DC';'10'
'2015.02.07';'14.51.06';'Serpas';'Anna';'Hardy';'Bonnie';'6'
'2015.12.03';'15.08.17';'Shaw';'Gary';'Kniefel';'Twila';'4'
'2016.04.07';'16.30.35';'Potter';'Toni';'Keller';'Hymie';'8'
'2016.21.11';'12.30.05';'Maloy';'Beverly';'Trusty';'Arnold';'5'
'2016.28.07';'06.54.30';'Brooks';'Milton';'Tucci';'Thomas';'7'
'2014.09.02';'23.34.22';'Renxu';'Yang';'Harrelson';'Ray';'8'
'2018.11.01';'21.12.08';'Gonzales';'Juan';'Ledbetter';'Tennie';'7'
'2014.30.11';'10.17.01';'Lucelle';'Loren';'Adams';'Van B';'8'
'2018.31.01';'05.20.57';'Johnson';'Tex';'Sphaler';'Randy';'6'
'2018.10.03';'07.52.18';'Carstenson';'Geralyn';'Hults';'Bob';'7'
'2014.10.04';'08.52.13';'Miele';'David';'Moore';'Kitty';'4'
'2014.09.12';'22.36.17';'Combs';'Cary';'Hults';'Bob';'9'
'2016.26.01';'20.51.08';'Taylor';'Donna';'Waller';'Ronnie';'8'
'2013.15.09';'08.56.40';'O\'Neill';'Clare';'Kniefel';'Twila';'5'
'2017.20.05';'19.11.18';'Dunn';'Randall';'Byers';'Ray';'9'
'2017.25.07';'22.41.47';'Saunders';'Dusty';'Jones';'Roylyn';'8'
'2018.17.04';'18.45.49';'Dalton';'Sam';'Verrier';'William';'6'
'2017.23.10';'11.55.12';'Battles';'Marty';'Kempf';'Fred';'6'
'2014.12.03';'16.35.29';'Blackwood';'Raymond';'Sphaler';'Randy';'7'
'2015.09.11';'10.09.40';'Lunde';'AL';'Ledbetter';'Tennie';'4'
'2013.03.12';'15.42.23';'Meeks';'Tom';'Maynes';'Eric';'9'
'2016.08.05';'06.51.15';'Dill';'Norma';'Moore';'Kitty';'4'
'2016.16.09';'02.17.22';'Miller';'Ted';'Sims';'Michael';'7'
'2013.11.05';'04.02.14';'Connors';'Timothy';'Tuggle';'Jack';'7'
'2015.12.04';'10.51.14';'Webber';'Brenda';'Hashimi';'Shubyer';'9'
'2014.09.01';'23.51.02';'Taft';'Argustus';'Pinkston';'Lisa';'5'
'2014.01.07';'20.38.09';'Kuo';'Tai';'Jacobson';'Duane';'6'
'2015.08.10';'08.37.53';'Wilhelm';'Jack CPA';'Kniefel';'Twila';'8'
'2016.14.12';'15.34.44';'Tehrani';'Ruben';'Maynes';'Eric';'9'
'2017.30.11';'17.25.31';'Ensign';'Susan';'Thomas';'Tobby';'6'
'2013.08.06';'15.41.03';'Moreno';'Steban';'Stolmeier';'Vince';'8'
'2017.05.11';'16.37.27';'Salhi';'Samir';'Ledbetter';'Tennie';'9'
'2014.19.08';'03.54.13';'Noor';'Nicholas';'Gassa';'Lewis';'6'
'2014.28.02';'03.20.18';'Templeton';'Hayden';'Vogel';'Randy';'9'
'2014.13.06';'10.14.49';'Anderson';'Brian';'Vanzzini';'Daniel';'10'
'2014.16.06';'06.19.06';'Prince';'Janet';'Sidy';'Victor';'9'
'2018.01.04';'02.55.43';'Narvaez';'Binton';'Casby';'Maria';'9'
'2013.29.08';'10.27.41';'Long';'Timothy J';'Pompili';'Vince';'5'
'2015.16.11';'17.58.19';'Rosenberger';'Denise';'Hashimi';'Shubyer';'6'
'2015.05.05';'13.43.27';'Espitia';'Masedonia';'Hults';'Bob';'9'
'2014.13.12';'02.17.58';'Patel';'Dexa';'Trimble';'David';'10'
'2016.10.01';'10.12.13';'Jameson';'Taylor';'Salvemini';'Dominick';'10'
'2015.20.03';'15.11.32';'Toan';'Kien';'Verrier';'William';'9'
'2015.28.02';'05.00.17';'Tanner';'Jack';'Vogl';'Frank';'10'
'2014.21.03';'16.13.25';'Tak';'Payal';'Aanestad';'Darrell';'6'
'2014.19.03';'22.29.56';'Smith';'Pam';'Udovich';'Dean';'7'
'2014.16.01';'01.35.51';'Taylor';'Kay';'Porter';'Robert';'4'
'2015.06.11';'05.37.02';'Yinger';'Terry B';'Holder';'Mary';'6'
'2014.23.05';'22.12.59';'Weng';'Elaine';'Sims';'Michael';'4'
'2015.20.06';'19.21.27';'Ilacqua';'Tony';'Sidy';'Victor';'10'
'2018.16.04';'12.02.14';'Ruggles';'Hugh';'Beaurgeard';'Edward';'10'
'2015.04.03';'18.43.51';'Overle';'Bev';'Walton';'David';'10'
'2014.02.09';'03.08.04';'Blankenship';'Ronald';'Powell';'Sherry';'8'
'2018.22.04';'05.20.42';'Malo';'Theresa';'Sphaler';'Randy';'9'
'2015.01.07';'21.47.49';'Tate';'Daryell';'Aanestad';'Darrell';'6'
'2015.24.04';'08.59.33';'Belacquec';'Jorde';'Pompili';'Vince';'9'
'2013.30.05';'19.29.29';'Houchens';'Toney A';'Salvemini';'Dominick';'5'
'2013.27.09';'15.20.41';'Martins';'Terrie';'Mcnaughton';'Jeffery';'5'
'2015.27.07';'22.23.04';'Singletoncane';'Kathryn';'Smith';'Willie';'9'
'2014.30.06';'22.22.06';'Petrarca';'Timothy';'Pompili';'Vince';'7'
'2017.01.12';'03.48.56';'Shepard';'Will';'Hong';'Gil';'10'
'2014.12.06';'09.16.16';'Kamal';'Sarah';'Verrier';'William';'9'
'2013.20.09';'02.44.33';'Riefley';'Jeff';'Gianelli';'Richard';'6'
'2018.24.02';'17.48.09';'Hale';'Sydonna';'Hong';'Gil';'5'
'2014.17.06';'15.02.38';'Flowers';'Jeff';'Peterson';'Harry';'10'
'2016.10.08';'19.10.52';'Keebler';'William';'Vanzzini';'Daniel';'10'
'2015.28.04';'09.56.05';'Riggines';'Torrey';'Hodges';'Tony';'5'
'2016.30.09';'15.37.43';'Isquirdo';'Ted';'Greenwood';'Elida';'5'
'2014.08.03';'08.14.43';'Cunningham';'Terry';'Smith';'Willie';'4'
'2013.28.06';'14.57.56';'Crecelius';'Tom';'Short';'John';'4'
'2014.18.10';'09.42.27';'Watkins';'Tom';'Schmitz';'Rich';'5'
'2013.23.06';'06.03.17';'Martinez';'Cecilia';'Alvarez';'Mauricio A';'9'
'2015.30.08';'10.31.06';'Bedingfield';'Terry';'Pompili';'Vince';'7'
'2016.09.01';'05.38.07';'Taylor';'Nancy A';'Treese';'Marty';'9'
'2017.19.01';'23.29.48';'Curreri';'Maureen';'Trotter';'Ralph';'5'
'2015.19.09';'19.13.44';'Perez';'Albert';'Peterson';'Harry';'5'
'2013.01.06';'01.16.15';'Attanasio';'Thomas';'Workman';'Bill';'10'
'2017.18.12';'00.55.26';'Mcquain';'April';'Moore';'Kitty';'6'
'2018.29.01';'10.09.54';'Kump';'Joseph';'Holcombe';'Charles';'9'
'2017.17.08';'20.16.13';'Bustos';'Sarai';'Tucci';'Thomas';'8'
'2015.18.01';'22.58.50';'Greer';'Shelly';'Hong';'Gil';'9'
'2013.09.07';'05.41.06';'Collier';'David';'Aanestad';'Darrell';'10'
'2017.21.09';'03.35.41';'Wilson';'Terri';'Terpstra';'Wayne';'9'
'2017.29.01';'23.38.05';'Fernandez';'Sonny';'Morar';'Satish';'7'
'2016.22.02';'17.12.28';'Taylor';'Ricky';'Workman';'Bill';'5'
'2017.03.07';'16.14.17';'Riley';'Cathy';'Harrelson';'Ray';'6'
'2018.28.02';'03.15.01';'Tanashian';'Jack';'Walter';'Ralph';'9'
'2015.05.05';'02.56.47';'Farlow';'Ted';'Dave';'Steven';'5'
'2014.14.03';'20.36.58';'Smith';'Tamera';'Singh';'Anardeep';'7'
'2017.12.08';'20.38.06';'Balsley';'Donald';'Hawks';'Greg';'8'
'2014.09.08';'11.03.40';'Elias';'Tabaroki';'Terpstra';'Wayne';'5'
'2016.30.08';'19.13.57';'Schulman';'Marc';'Dave';'Steven';'10'
'2013.26.06';'21.54.37';'Collins';'Tim';'Wade';'Walt';'5'
'2017.10.02';'19.37.38';'Correl';'Terry';'Thomas';'Tobby';'5'
'2017.30.06';'23.21.40';'Haygood';'Teresa';'Waggoner';'Wayne DC';'6'
'2013.12.05';'09.12.00';'Molitierno';'Thomas S';'Siler';'Chuck';'6'
'2014.19.10';'22.53.05';'Breault';'Michael';'Nathan';'Larry';'5'
'2013.11.05';'06.00.48';'Rauk';'George';'Carlson';'Jared';'10'
'2015.26.10';'23.37.42';'Wyszynski';'Kathy';'Walton';'David';'10'
'2015.16.06';'13.47.51';'Dye';'Rick';'Ruga';'Glenn';'10'
'2013.02.10';'00.30.14';'Loving';'Mark';'Vanderholm';'Arnold';'6'
'2014.16.11';'19.05.54';'Taylor';'Mike';'Trotter';'Ralph';'9'
'2013.28.11';'00.38.22';'Dowd';'T P';'Usina';'Ralph';'8'
'2017.09.09';'09.43.27';'Terrell';'Areterro';'Medley';'Michelle';'9'
'2014.05.11';'09.21.48';'Smith';'Tammy';'Marcotte';'Ken';'9'
'2014.17.03';'21.21.06';'Anderson';'Brian';'Loeks';'Faye';'8'
'2014.20.07';'05.22.07';'Chaudhry';'Mohamad';'Brown';'Ted W OD';'9'
'2017.05.09';'15.48.56';'Lepera';'Terre';'Shumaker';'Janet';'9'
'2014.12.11';'13.34.23';'Drinkwateer';'John';'Olson';'Liz';'6'
'2017.15.02';'06.32.33';'Sisler';'Gary';'Medley';'Michelle';'8'
'2014.03.01';'05.08.00';'Pusateri';'Sr Charles';'Vitt';'Lance';'5'
'2016.05.07';'00.37.37';'Tarnow';'Herman H';'Evperprises';'Bayram';'8'
'2016.07.09';'12.35.08';'Riefley';'Jeff';'Beaurgeard';'Edward';'10'
'2014.28.03';'00.16.40';'Kim';'K J';'Brown';'Ted W OD';'5'
'2016.01.01';'00.25.55';'Holmstrom';'T W';'Ginsberg';'Ben';'8'
'2013.13.11';'09.19.51';'Park';'Lippy';'Thomas';'Tobby';'7'
'2013.11.10';'02.19.02';'Nguyen';'Malissa';'Missimer';'Dennis';'9'
'2015.13.06';'03.39.26';'Long';'Elaine';'Ledbetter';'Tennie';'8'
'2016.01.08';'12.24.34';'Kayden';'Nancy';'Cook';'Steve';'5'
'2017.19.08';'04.52.48';'Park';'Charlie';'Smith';'Willie';'10'
'2018.18.02';'16.56.15';'Derouin';'Joan';'Sphaler';'Randy';'5'
'2017.11.03';'20.16.02';'Winkelstein';'Alan M OD';'Ruark';'Keith';'4'
'2014.15.12';'05.33.23';'Silvey';'Terry';'Thomas';'Tobby';'7'
'2014.17.08';'15.13.31';'Talbott';'Scott';'Stolmeier';'Vince';'8'
'2014.19.07';'03.29.55';'Wu';'Ding';'Trimble';'David';'6'
'2014.15.11';'22.48.21';'Read';'T K';'Trusty';'Arnold';'8'
'2017.26.09';'21.58.25';'Odell';'Dave';'Treese';'Marty';'6'
